PROD_ID,AVG_RATING
f9de3fe436ddd386f2e478e934ba5db949e0151f,3.57
f369c6a06630bccd47d0dee42e87691c8d33c0e6,3.89
9cd6e75bff6d3323e64549ccffa808d6dbfb1b79,3.78
4ef00786cc6518f40e1992884652964c2fddf22a,4.29
961226f751886c6395a1b5ecb3b460be37e7dd2b,3.71
200e2cdbbb64c19bda0a0bcdbe420f5d7823b4ef,3.87
b802a241150fdecacdaa572928d0dea7dbb8ed5e,3.44
e4071c9915c14ad365f30b053574c51749e31763,3.81
b42d590c5eb218062562f9381aa768fd5b0ae477,3.95
0d9d8d4907aefcf5a9bedb255bb7c04df636f7c0,3.80
bf138d36562cf68c381d056591ac3b339c5d745b,3.50
11001104746d76d8e37b0cc8eafe28e9a27ce59d,4.32
96dcb0c33955788778180064cbb9daa865831e54,2.96
b7eab66d80c18eb407f8143c1053a1ddd21fa497,3.15
09682f99cb04dbc502757835a5059162f5ffa2d0,3.53
4736d8eb58e177098ba37a43439db61c8e04434a,2.91
5576b6559f581ca89a85c7c2c7965be822fb1de3,4.00
75375fce68a1cb6ef0362ac32f609e4dc200b90f,3.69
5a8025666d86a8abe31fe3091975ba55c0c6da26,3.97
e3f77b65ba3fc0ce8eb5ea949092daaf654874fd,3.50
bf252ba6f66e4fe69179ca3759b2b923e13f1c38,3.99
b89046618123f26d65be393576a0a6f2c306a010,0.00
9e1ee710e871b95011a46526f3c2c9106b35b47b,3.98
5e1c8204bd8c33d18deb817773b3681164af4339,3.82
3027e9df9234482ba8545be14ed7cb5229cc59cd,3.55
5736e103fdf81a8bbeedda25c4c4aad21301bbad,3.13
2768871c1dcb66a201dec995096b8f750fc790be,3.97
e6c1d2a86c1e2919f72930c931b873013e6be5e6,5.00
306573bc2cb7c09b5f2cf6217703860e57ea274b,4.00
9f88542a027bce985c5f4487612cebc2e924faa1,0.00
63b84c38229fe8db96d493a0eadf87984c259cf7,4.00
9b3b003656b00420e26e9dfb4c6dcbd647c3e817,4.42
95408c882225f1e55e8229d233d09959ebd1d526,3.53
7e54cc9b30cf9761fb7598e60e9185be689ca090,3.82
447e5b28cc7d05481e36f8078611e7a5d3a4ecc2,0.00
69c606d4b3355cc58d7ab099e42cdb4d92d19873,3.50
e0aea27bdd5b83b2f2d3ff65f1c1d0a2d25f3ed5,4.29
2b50bea214dbb65a8a7e5a453473ecb078f29a81,3.67
057ecf9397a6b776612d7efa0af4292611f9720a,3.67
22173a13c606ee71e114da611e60dff432fd7ad6,4.71
b03bddba52a56f8c27380afc6db39bdf11cb125e,4.33
e4400d7c160b545b5f2a8434dd4ae83d727a62f2,4.00
4c61179365c2d3546890ee8ab9e1ae1a16289d76,3.99
31794bf25620bf1cb3e0f48d83f5d6e74eda939f,2.92
e3cc6be79b7a96ea01c73e0927f653976b572934,4.03
82097407d0b0b66e607e367205da55debd0b3118,5.00
ae63a28a5746aa0f9f23238248cdef488fb362de,3.70
64ee2347c92620b5e89e3ade7cb80cbb3b251118,3.50
7bba2228bb210c441eda2f9b9676059a9b81b6eb,3.85
5d6fb0f30b0bfda26ce68a1e23d5874b7a467797,0.00
f041dd3e70c3b0eb5314190253328061cd3a78fd,3.33
308b3da3c9c89b97e20fc204e060e01df656b9a1,3.81
36944eec932de569cadac360abffd432a3897732,4.01
71a76fa475695e2df082280b8c6a397ba82eb84a,3.76
d3530e74cfd1960c58d4f3153fdf6cce30dc7525,3.51
228e97317d3d86e6cc0ea8cd7c09d556592c481f,4.08
c4a52c79047818f52e159a9e63684dd1e3f2d72b,5.00
86fd6b33819aa2ca3d6b88a14e4247c2c91f9253,3.45
db2c1edfe37bf91f61e23a7efe88e1a328005e86,2.50
7174e507ade37fb52ced3254245a3cc0b4d99d3e,0.00
c2c0711dfa92cca9ea7d4b9f06f20f9433bad6a7,5.00
21736c9100d108c19ca23ccb847794825b4d3e6f,0.00
fe8df74fda18c8167b4c44f3c51c0ee91c19ffd5,4.75
2ae9fd66e72ab50d41dfdc91160b76b7f62ff6e9,1.00
7357936047bad90c41268d655f0ec1dc1eb9f88b,4.08
b92cb8802818318e28b913fa396d688d8a4c2025,3.63
269bdcbd70b39f49a2144b662b5b1d707e067aee,3.70
e2dc86fd4efbbf23806c04930a4ca37355730c45,3.43
6680c1be2a14f29a54a8b310ccc5b2f5e093dd12,0.00
46b7f6db90c9fab323cd4bf54806a62cad950577,4.33
9a2ec6d6351c3d6a0400c56eb0482da01d0c795c,3.84
46f66c448f7af98e7d46ec0315c6dd45a60d17f6,2.71
cd7a1f1723953d549d30a5d9f144c3bf7735ee44,4.33
78cf418ad86a6c219fcd822b1f6d4d5a612f4b50,3.93
d7aabb0ce117588873ea3adbc5fa709749200c2f,4.94
96cea49d6f1640e055eb782c271cc7f1cd666517,3.31
5919de9bda72d4bbadcdbe330d409a073de97418,3.78
310ce24113d12007cc3d29601341074630b80fa3,4.36
56335179b0da2cf17deab0fa97db277aec2ab285,3.00
9212d1427791e2ef43dbc0fe0c081536090468d0,5.00
bc8bb51282bddf03391fc92dd1bf3a0da4d036cc,3.68
659d1060a44378db549fcf793b46c42cf9ca6803,3.47
4c10acdac1b23a2e24b45e58d10f3fe79bb1eda7,3.33
60e89e312d6ef8e7954f4a71e06048791cd39160,3.29
e3567622dc34216d6fbb63d8a85c2bd740ef7edc,2.65
d9abd5885d5c6eedb713c5c4b20373da9c2c209e,4.53
4bbfc4f54ed67129206711a82f4540e853ae5d1e,1.50
77fd98a89945afe4bb929db49c9e465d9d209c2a,0.00
6e85681dc0d7b9a8b53e3c818235a9f31956d179,3.46
b6421c86686c7d176e682f87db1e3a27a55cb877,4.24
4ae1bde1b3842f5053c2510363cc5dff932918cd,4.03
bc774473baac99e3324707431656ab0325d00b58,2.84
fabb422a69c0d51b41fad0a6a9d08146f1dd7842,3.28
132a732d69f030cdd96d4c3017093cd83f2aaf6b,2.91
d91e2f030ba4b58088badbb243c5d63fbdbd1b77,3.67
d63f579b5f969d1f271f24ebf7798846558abe0e,3.28
d8c655aef2691e5adb991e4dd1c436bc9ff60d7e,4.33
b5fddbd6c82de14ed4e2455fb9b925fab6282808,0.00
0066ddd961c1ac8b36b5e7def6ece6540a28b789,3.93
39c8c86fb500cde11ba1ee4dbcabdb42115ba014,0.00
ec3093d225f03099e0234ee07389474d50282f36,0.00
e4fe46aed32263beec48170652d87de611ae78f3,4.10
ebdd38cddab53caf981c03532bbd9798483b7e34,4.01
d4aba7a716cdd8ca9699f15f9c1f2913776cee15,0.00
fe5a7c3cb0c06167ac448ee1cdf6f4fbab43c50b,3.00
aa5b7281226398ec414feb11d7277d0f5f116ac3,2.20
684c35851ee52393d1f17d04a3671efbb7f4e3e7,3.26
a69ac060163020cf0c11a77563b57ab46f4052c1,0.00
212e4618d030e7c987ed2d64d96f3e1dcebbf414,3.97
3ef311000fe6499b4498e3a526447ad0acf054ad,3.81
96ad5207448a9ad1a31f08dfb51c47aaae44ff7b,4.15
08314cd7cb33f4341b65f4efc3e68e106585062d,3.31
e7ed7778f971275fa4b929c6bd7e8d3971821553,3.44
754c07309767ebeb26acb0e587c0df84098aa4c6,5.00
137549970a8fc0864209f59d35db8925b1590a65,3.35
eacc3fc8d502d7f4e62f04f1325b9f5f463cc387,2.83
146feaded3536e54b4245d4da0559087b32331df,0.00
53ee39dc74bc0ab98aef3ee6aad97dccbce9a09c,4.35
314a868900f2224389b6e9c2200e68c1d0436421,3.07
ef0166629f2a5f73abc8f03f97c13d61875dcb6b,3.53
df28b6322d1e6de7f4e2490ebd6f098dc9fcc525,3.98
ac8dacb8160242feb7bf8b7f775c9a7b068f068a,0.00
d86eaaa9a3f21cbfea8df34a063f64430681fb21,0.00
59183d11bd64a822e243bd81c37c4c7675de8385,4.03
cfdf0f6b128bb7cc00bef94ece47ad257493705d,3.72
57ea55d600e1b05a345ff867cd0371a4293eacac,0.00
3a5758a854445766092dfe74f15daa7afa8b5e09,4.35
fdcbd2584a595cc874d5bfa9fcbdf4791abe1e9d,3.69
18f2c782b277ba580cd39bb6bd64389b27ed0174,0.00
c32b17643fa056e6d6456eebebdebf0365864af1,4.03
69997fc40f045b336fb9e1249f98eb5805ef1f40,0.00
4f0f5c96ca8457ccd84c30f91c0555bd7e615c81,3.78
2af018c33bdcd86a66bff3063a6499cb8faf7335,3.68
5a16f9f9fcd3b1c0f322001beb522647a68b2d99,4.14
2792da5b09ea2cc61e2f4e96b26e0579a1dd8153,3.44
f42b7c5a96ba8a65573049a2cd7b89aa889dfa95,4.17
eb9c5dee0395b44141e4be306b216f20a2aa3175,3.94
bc374aa210c6905dfec3f8e7931381fe723a27b9,2.67
60522668119f538e5adcfbe825ea17810871d5dc,3.60
a13a7317967763113cf4915c42869775a19dd58c,4.37
4e5ff0c737fa89cb90b841166a5ae64403b256b6,3.17
e3783c25154029d4f39c927d01653c4c37ead9a6,3.86
db4b57d5cfcea8bf8d0ccea1a8a56d1b32930420,3.00
576ede9eaa6e2025f14d7240b5f2eb0aecc5c70e,0.00
c79ec36cc15e74ef70e2c017b270d8676d26e4ee,3.84
1cb9b762750a67dbea9b567b822b75410ed2c221,4.09
3543954f9a95d823ddcb8f5d005796c2fa63488c,4.16
883d0756dbb891f3bb03d67482c2c0dc01d2b4b8,0.00
d091de063c0451e8cc931354c9dd38d6fb9e2446,2.91
d7514b836ad50210883c5da88aa8df4f13b17b0c,4.69
d4f2273cf565bd3419764525fca82774ca9c9537,2.56
447f96f5d6c017119aeaf1859cb60c8997777c88,0.00
d3a92302cf98c5e76d1aa8333a36e89e30f027b2,3.64
c92aa619872241d21b9e5433dcdc0c01607b7220,4.37
e27b23e5c49e488216ffc6ca12b894a4764997b2,3.15
f93d8dd8ae9387e5edb631ae8543c7066228de6d,3.85
c0ecba3fee7c37e8833d7f2c50e9e5182bdea2f5,3.51
37c7ae74779d1f01562002468a12b3ff9984a2ac,0.00
03fedc4bbc8ce9af3637253b5bc7a48d7b3efff4,3.29
aaf766e4a59a97014ed9cb39244742860d4059ff,3.56
2565d454f80204d6f3810507852de6e64874a36d,4.26
2d314aa1b207f1675dfadc97b1087c9944921f3a,2.50
01642ec823d178e950d713631a55861e7748ea72,3.52
92d714896959a0f5c76337811a6689d0bd8fb4de,4.00
d8e2d133633574dd487443f9d17d3c2550609078,2.00
c8e5a3ed016f1c47619d16ae7ba47e32c407e858,4.63
b7cedc79959e2d7800b6d69f523ee02ede29e9c4,3.83
dc78c0c8f46331bb46596f964275fa712b1bfeff,5.00
54ac82f1b4f692c773b939ab04f0f38ad9ded19d,3.29
b070cbd173d24c136e45f3090676e0f0578dbeb9,3.84
068ba18ecfa7719261a590efc3d4e3417b882479,3.96
cb904eae6c727ac5a92ebd383bedf0032850fbc8,3.00
02aa629c8b16cd17a44f3a0efec2feed43937642,2.50
402f05c615c8625690ba14f18635d2f3dd5af8c6,4.00
c9809025a1644551aa863a6f7d4c3b66fe466354,2.71
0ebf32ed0fe2d6316fd56a38f35b33e1d41521e3,3.94
2f2732b57ac6f73c8a1e4f5ec13ac5ce9257f9a6,3.67
da81b31c19418011432c4b1f2180f80082e5a6a7,0.00
78f6fb8a824e93d488a97f047414172927613d3b,3.50
7b4da2c987ee45cfba4fd367d881703a56802ce9,3.13
010e13d3d8f7b8c13f6a5ceb247b433dfef2014e,3.00
