5.0,3.30,0,10
5.0,3.15,0,10
5.0,3.92,0,10
4.0,4.07,0,10
5.0,3.37,0,10
4.0,4.69,0,10
4.0,3.99,0,10
1.0,3.76,0,10
5.0,3.97,0,10
5.0,3.67,0,10
1.0,3.67,0,10
5.0,3.44,0,10
4.0,3.38,0,10
5.0,3.51,0,10
4.0,2.41,0,10
2.0,3.07,0,10
1.0,3.32,0,10
4.0,4.30,0,10
5.0,3.33,0,10
4.0,4.13,0,10
2.0,3.16,0,10
4.0,3.80,0,10
3.0,3.70,0,10
5.0,3.29,0,10
1.0,3.21,0,10
2.0,4.07,0,10
4.0,4.34,0,10
4.0,4.54,0,10
5.0,4.17,0,10
5.0,4.18,0,10
2.0,4.05,0,10
3.0,3.59,0,10
3.0,3.72,0,10
5.0,3.81,0,10
5.0,4.19,0,10
4.0,3.83,0,10
4.0,4.51,0,10
4.0,3.68,0,10
5.0,3.88,0,10
4.0,4.07,0,10
5.0,3.72,0,10
5.0,3.00,0,10
5.0,4.60,0,10
4.0,3.82,0,10
1.0,4.29,0,10
5.0,4.16,0,10
5.0,3.97,0,10
4.0,4.18,0,10
5.0,4.65,0,10
4.0,4.33,0,10
5.0,3.59,0,10
1.0,3.32,0,10
5.0,3.91,0,10
5.0,3.20,0,10
5.0,3.95,0,10
5.0,4.07,0,10
4.0,3.69,0,10
5.0,3.93,0,10
4.0,3.67,0,10
5.0,4.33,0,10
4.0,3.51,0,10
3.0,3.98,0,10
5.0,2.93,0,10
5.0,3.52,0,10
5.0,3.84,0,10
1.0,3.15,0,10
4.0,3.97,0,10
4.0,3.68,0,10
5.0,3.72,0,10
5.0,3.83,0,10
4.0,3.70,0,10
4.0,3.81,0,10
5.0,3.60,0,10
4.0,3.32,0,10
1.0,4.21,0,10
1.0,3.31,0,10
5.0,3.97,0,10
5.0,3.15,0,10
5.0,4.21,0,10
2.0,4.16,0,10
5.0,3.95,0,10
4.0,3.50,0,10
5.0,4.69,0,10
5.0,3.30,0,10
3.0,3.61,0,10
1.0,3.07,0,10
1.0,3.17,0,10
4.0,3.92,0,10
5.0,3.92,0,10
5.0,4.38,0,10
5.0,3.87,0,10
5.0,4.07,0,10
4.0,4.18,0,10
4.0,3.62,0,10
4.0,3.44,0,10
5.0,3.87,0,10
1.0,3.13,0,10
2.0,3.23,0,10
4.0,3.51,0,10
5.0,4.31,0,10
5.0,4.49,0,10
5.0,3.71,0,10
1.0,2.60,0,10
5.0,3.49,0,10
4.0,3.52,0,10
5.0,3.87,0,10
1.0,3.52,0,10
1.0,3.80,0,10
4.0,3.95,0,10
1.0,3.62,0,10
1.0,3.50,0,10
4.0,4.05,0,10
1.0,2.41,0,10
5.0,3.73,0,10
4.0,3.91,0,10
5.0,3.87,0,10
2.0,4.01,0,10
5.0,3.37,0,10
1.0,2.20,0,10
1.0,3.01,0,10
5.0,3.94,0,10
5.0,3.34,0,10
1.0,3.37,0,10
4.0,3.65,0,10
2.0,2.73,0,10
4.0,3.10,0,10
1.0,3.72,0,10
1.0,3.46,0,10
5.0,4.18,0,10
4.0,3.82,0,10
5.0,4.15,0,10
4.0,3.97,0,10
5.0,4.51,0,10
3.0,3.89,0,10
2.0,4.26,0,10
5.0,3.31,0,10
4.0,3.37,0,10
5.0,4.24,0,10
5.0,4.28,0,10
5.0,4.21,0,10
4.0,4.01,0,10
3.0,4.14,0,10
3.0,3.69,0,10
3.0,3.76,0,10
4.0,3.93,0,10
4.0,3.97,0,10
3.0,3.10,0,10
3.0,3.51,0,10
4.0,4.12,0,10
1.0,3.63,0,10
1.0,3.34,0,10
4.0,4.04,0,10
5.0,3.47,0,10
5.0,2.76,0,10
5.0,3.90,0,10
5.0,3.32,0,10
5.0,3.72,0,10
5.0,4.25,0,10
4.0,4.39,0,10
4.0,3.89,0,10
4.0,3.13,0,10
4.0,4.00,0,10
2.0,3.47,0,10
2.0,3.45,0,10
1.0,3.39,0,10
2.0,2.74,0,10
4.0,3.40,0,10
5.0,3.83,0,10
2.0,4.14,0,10
5.0,4.44,0,10
1.0,3.94,0,10
5.0,3.87,0,10
5.0,3.53,0,10
4.0,3.34,0,10
4.0,4.03,0,10
4.0,3.93,0,10
5.0,3.93,0,10
1.0,3.84,0,10
1.0,3.47,0,10
5.0,3.45,0,10
1.0,3.13,0,10
3.0,4.02,0,10
4.0,4.47,0,10
5.0,3.97,0,10
5.0,4.21,0,10
4.0,3.85,0,10
5.0,2.93,0,10
4.0,3.06,0,10
1.0,3.80,0,10
4.0,3.71,0,10
1.0,3.23,0,10
4.0,4.16,0,10
1.0,4.23,0,10
1.0,3.21,0,10
5.0,4.04,0,10
5.0,3.77,0,10
1.0,4.01,0,10
5.0,4.20,0,10
5.0,3.91,0,10
1.0,3.81,0,10
4.0,3.82,0,10
1.0,2.95,0,10
5.0,4.02,0,10
4.0,3.77,0,10
3.0,4.01,0,10
4.0,3.18,0,10
4.0,3.61,0,10
5.0,3.69,0,10
4.0,3.84,0,10
4.0,4.20,0,10
5.0,3.62,0,10
4.0,3.59,0,10
5.0,3.95,0,10
5.0,4.00,0,10
5.0,3.74,0,10
1.0,4.05,0,10
5.0,3.65,0,10
5.0,4.51,0,10
4.0,3.51,0,10
3.0,3.65,0,10
5.0,3.69,0,10
4.0,3.69,0,10
5.0,3.95,0,10
1.0,4.15,0,10
4.0,3.95,0,10
4.0,3.97,0,10
4.0,3.77,0,10
5.0,3.50,0,10
5.0,4.05,0,10
4.0,4.38,0,10
5.0,4.18,0,10
4.0,3.48,0,10
5.0,4.14,0,10
3.0,3.94,0,10
5.0,3.71,0,10
4.0,3.49,0,10
4.0,4.00,0,10
5.0,3.70,0,10
2.0,3.02,0,10
5.0,3.72,0,10
5.0,3.93,0,10
3.0,3.65,0,10
4.0,3.90,0,10
5.0,3.81,0,10
1.0,3.80,0,10
2.0,3.31,0,10
5.0,4.47,0,10
4.0,4.16,0,10
5.0,4.34,0,10
5.0,4.06,0,10
3.0,4.26,0,10
5.0,3.52,0,10
4.0,3.69,0,10
5.0,4.06,0,10
5.0,3.65,0,10
4.0,3.97,0,10
5.0,3.06,0,10
2.0,3.92,0,10
1.0,3.45,0,10
5.0,4.14,0,10
2.0,3.06,0,10
5.0,4.09,0,10
2.0,3.97,0,10
5.0,4.18,0,10
5.0,3.82,0,10
1.0,3.51,0,10
5.0,4.54,0,10
5.0,2.76,0,10
5.0,3.36,0,10
5.0,3.70,0,10
5.0,3.97,0,10
4.0,3.33,0,10
5.0,4.33,0,10
4.0,3.17,0,10
4.0,4.10,0,10
5.0,3.60,0,10
5.0,4.07,0,10
5.0,2.76,0,10
5.0,3.65,0,10
4.0,3.77,0,10
4.0,3.90,0,10
4.0,4.26,0,10
5.0,3.68,0,10
4.0,3.90,0,10
1.0,3.65,0,10
5.0,4.14,0,10
4.0,3.77,0,10
5.0,4.13,0,10
4.0,3.37,0,10
5.0,4.17,0,10
4.0,3.32,0,10
5.0,3.36,0,10
5.0,4.69,0,10
4.0,3.72,0,10
5.0,4.47,0,10
4.0,3.78,0,10
5.0,4.08,0,10
4.0,3.13,0,10
3.0,4.07,0,10
5.0,4.21,0,10
4.0,3.93,0,10
4.0,3.06,0,10
4.0,3.52,0,10
4.0,4.01,0,10
3.0,4.34,0,10
5.0,3.34,0,10
2.0,3.70,0,10
4.0,4.05,0,10
1.0,3.52,0,10
4.0,3.97,0,10
3.0,4.11,0,10
4.0,3.82,0,10
4.0,3.44,0,10
5.0,3.42,0,10
2.0,3.10,0,10
1.0,3.62,0,10
1.0,3.03,0,10
2.0,3.39,0,10
4.0,3.88,0,10
5.0,4.69,0,10
1.0,3.20,0,10
5.0,3.06,0,10
5.0,4.09,0,10
1.0,4.01,0,10
5.0,3.81,0,10
4.0,3.97,0,10
5.0,4.21,0,10
4.0,3.70,0,10
5.0,4.08,0,10
5.0,3.57,0,10
5.0,4.79,0,10
4.0,3.83,0,10
1.0,3.51,0,10
3.0,3.51,0,10
5.0,4.49,0,10
2.0,3.18,0,10
4.0,3.82,0,10
5.0,4.03,0,10
5.0,3.85,0,10
5.0,4.54,0,10
4.0,3.92,0,10
5.0,3.86,0,10
4.0,4.25,0,10
5.0,4.03,0,10
5.0,3.16,0,10
4.0,3.71,0,10
4.0,3.78,0,10
2.0,3.40,0,10
1.0,3.57,0,10
5.0,3.58,0,10
5.0,3.87,0,10
4.0,4.13,0,10
5.0,4.34,0,10
4.0,4.27,0,10
3.0,4.07,0,10
4.0,4.14,0,10
5.0,3.69,0,10
4.0,3.66,0,10
5.0,2.90,0,10
4.0,4.07,0,10
4.0,4.19,0,10
1.0,3.84,0,10
5.0,3.44,0,10
4.0,4.07,0,10
4.0,3.46,0,10
4.0,3.15,0,10
5.0,3.89,0,10
5.0,3.96,0,10
1.0,4.03,0,10
5.0,4.01,0,10
5.0,3.95,0,10
5.0,3.76,0,10
5.0,3.44,0,10
4.0,3.57,0,10
3.0,3.10,0,10
5.0,4.16,0,10
1.0,3.73,0,10
5.0,4.06,0,10
1.0,2.77,0,10
5.0,4.47,0,10
5.0,3.17,0,10
4.0,3.97,0,10
4.0,3.23,0,10
4.0,3.36,0,10
1.0,3.15,0,10
2.0,3.37,0,10
2.0,4.00,0,10
3.0,3.97,0,10
4.0,3.99,0,10
5.0,4.08,0,10
5.0,3.72,0,10
1.0,3.59,0,10
4.0,3.34,0,10
1.0,3.87,0,10
1.0,3.56,0,10
5.0,3.97,0,10
5.0,3.57,0,10
2.0,4.51,0,10
3.0,3.50,0,10
1.0,3.63,0,10
3.0,3.97,0,10
5.0,3.97,0,10
2.0,4.26,0,10
5.0,3.69,0,10
5.0,3.79,0,10
4.0,3.84,0,10
4.0,4.07,0,10
1.0,3.82,0,10
4.0,3.87,0,10
5.0,4.05,0,10
4.0,3.29,0,10
2.0,4.23,0,10
3.0,3.15,0,10
5.0,4.13,0,10
5.0,3.97,0,10
1.0,3.89,0,10
5.0,3.89,0,10
5.0,4.35,0,10
4.0,3.68,0,10
5.0,3.53,0,10
5.0,4.07,0,10
3.0,4.04,0,10
3.0,3.65,0,10
3.0,3.33,0,10
5.0,3.13,0,10
4.0,3.17,0,10
5.0,4.40,0,10
4.0,4.17,0,10
4.0,4.11,0,10
4.0,3.26,0,10
4.0,3.97,0,10
2.0,3.44,0,10
5.0,3.44,0,10
4.0,4.07,0,10
5.0,3.82,0,10
1.0,3.97,0,10
5.0,3.99,0,10
5.0,4.34,0,10
5.0,3.81,0,10
5.0,4.23,0,10
4.0,3.45,0,10
4.0,2.83,0,10
5.0,3.70,0,10
5.0,4.30,0,10
1.0,4.13,0,10
5.0,3.89,0,10
5.0,3.97,0,10
5.0,4.01,0,10
5.0,4.15,0,10
5.0,3.90,0,10
2.0,4.47,0,10
2.0,3.60,0,10
2.0,3.10,0,10
4.0,4.01,0,10
2.0,3.44,0,10
5.0,3.72,0,10
4.0,3.71,0,10
5.0,4.28,0,10
4.0,3.34,0,10
3.0,3.32,0,10
5.0,3.71,0,10
5.0,3.92,0,10
1.0,3.57,0,10
5.0,3.69,0,10
4.0,4.51,0,10
2.0,3.65,0,10
5.0,4.17,0,10
4.0,3.95,0,10
4.0,3.69,0,10
5.0,3.52,0,10
5.0,3.17,0,10
5.0,3.68,0,10
5.0,3.82,0,10
1.0,3.42,0,10
5.0,3.86,0,10
5.0,4.48,0,10
5.0,2.83,0,10
5.0,4.03,0,10
5.0,4.26,0,10
1.0,3.98,0,10
5.0,3.72,0,10
2.0,2.44,0,10
5.0,4.23,0,10
5.0,3.31,0,10
5.0,4.54,0,10
2.0,3.97,0,10
5.0,4.69,0,10
3.0,3.65,0,10
5.0,4.21,0,10
5.0,4.65,0,10
5.0,3.51,0,10
4.0,3.72,0,10
4.0,3.40,0,10
5.0,4.14,0,10
3.0,4.02,0,10
5.0,4.16,0,10
3.0,4.06,0,10
4.0,3.02,0,10
5.0,3.45,0,10
2.0,4.34,0,10
4.0,3.86,100,0
4.0,3.82,100,0
5.0,3.93,100,0
2.0,3.72,100,0
5.0,3.81,100,0
4.0,4.02,100,0
4.0,3.70,100,0
3.0,3.26,100,0
4.0,3.89,100,0
4.0,3.98,100,0
2.0,3.35,100,0
4.0,3.80,100,0
5.0,4.30,100,0
5.0,4.47,100,0
5.0,4.24,100,0
4.0,3.07,100,0
2.0,3.60,100,0
4.0,3.43,100,0
5.0,4.13,100,0
1.0,2.76,100,0
5.0,4.50,100,0
4.0,3.44,100,0
1.0,3.18,100,0
4.0,4.01,100,0
3.0,3.63,100,0
4.0,4.05,100,0
4.0,3.81,100,0
4.0,3.90,100,0
5.0,4.02,100,0
3.0,3.34,100,0
4.0,3.78,100,0
4.0,2.41,100,0
2.0,3.80,100,0
4.0,3.35,100,0
3.0,4.07,100,0
2.0,3.40,100,0
4.0,4.24,100,0
2.0,3.47,100,0
5.0,4.46,100,0
4.0,3.93,100,0
4.0,3.65,100,0
4.0,3.63,100,0
4.0,3.10,100,0
5.0,3.53,100,0
5.0,3.56,100,0
1.0,3.17,100,0
2.0,4.10,100,0
2.0,3.17,100,0
3.0,3.29,100,0
4.0,3.36,100,0
5.0,3.32,100,0
1.0,3.30,100,0
4.0,3.82,100,0
5.0,3.97,100,0
4.0,3.75,100,0
5.0,4.40,100,0
4.0,3.93,100,0
5.0,4.16,100,0
4.0,4.16,100,0
5.0,3.44,100,0
3.0,3.95,100,0
3.0,3.45,100,0
5.0,4.07,100,0
4.0,3.72,100,0
4.0,3.06,100,0
4.0,4.21,100,0
5.0,3.72,100,0
2.0,3.15,100,0
3.0,4.03,100,0
3.0,4.01,100,0
5.0,4.01,100,0
5.0,3.84,100,0
3.0,3.12,100,0
5.0,3.95,100,0
3.0,3.92,100,0
4.0,3.88,100,0
3.0,3.72,100,0
5.0,4.16,100,0
3.0,3.47,100,0
4.0,3.87,100,0
5.0,4.44,100,0
3.0,3.72,100,0
4.0,3.65,100,0
5.0,3.83,100,0
3.0,3.93,100,0
4.0,3.95,100,0
5.0,3.71,100,0
4.0,3.38,100,0
5.0,4.34,100,0
5.0,3.95,100,0
5.0,4.33,100,0
3.0,3.29,100,0
5.0,4.08,100,0
4.0,3.97,100,0
5.0,4.69,100,0
4.0,3.53,100,0
3.0,3.00,100,0
1.0,3.60,100,0
5.0,3.78,100,0
4.0,3.69,100,0
4.0,3.72,100,0
4.0,3.89,100,0
4.0,3.82,100,0
4.0,2.88,100,0
4.0,2.95,100,0
4.0,3.66,100,0
3.0,3.92,100,0
5.0,4.00,100,0
5.0,3.72,100,0
4.0,3.91,100,0
4.0,3.97,100,0
5.0,3.97,100,0
2.0,3.46,100,0
5.0,4.34,100,0
5.0,3.84,100,0
5.0,4.12,100,0
5.0,3.98,100,0
4.0,3.84,100,0
5.0,4.12,100,0
5.0,4.01,100,0
5.0,3.95,100,0
3.0,4.07,100,0
5.0,4.07,100,0
3.0,3.00,100,0
5.0,4.21,100,0
5.0,4.28,100,0
3.0,3.35,100,0
5.0,4.16,100,0
3.0,3.84,100,0
4.0,3.67,100,0
3.0,3.78,100,0
4.0,4.06,100,0
